date,death,pm10,tempf,season
1995-12-07,19,,38,Autumn
1995-12-08,29,-3.0409358,33.5,Autumn
1995-12-09,22,,36,Autumn
1995-12-10,17,-8.9415207,23.5,Autumn
1995-12-11,30,,21,Autumn
1995-12-12,16,-3.2171052,22.5,Autumn
1995-12-13,24,,28.5,Autumn
1995-12-14,23,1.0292398,33,Autumn
1995-12-15,21,,43.5,Autumn
1995-12-16,23,27.964912,41,Autumn
1995-12-17,24,,35.5,Autumn
1995-12-18,27,-13.125049,34,Autumn
1995-12-19,21,,30,Autumn
1995-12-20,19,-12.140351,25,Autumn
1995-12-21,26,,26.5,Autumn
1995-12-22,20,-16.110466,29,Autumn
1995-12-23,23,,31,Autumn
1995-12-24,26,-11.768579,32,Autumn
1995-12-25,35,,30.5,Autumn
1995-12-26,29,-13.215117,28,Autumn
1995-12-27,17,,28,Autumn
1995-12-28,13,-8.2312136,33.5,Autumn
1995-12-29,24,,33,Autumn
1995-12-30,19,-7.1646051,36,Autumn
1995-12-31,24,,38.5,Autumn
1996-01-01,29,33.630058,39,Winter
1996-01-02,19,,38,Winter
1996-01-03,19,-6.5172415,35.5,Winter
1996-01-04,25,,27.5,Winter
1996-01-05,16,-5.6557145,29.5,Winter
1996-01-06,14,,22.5,Winter
1996-01-07,22,-5.4195404,19,Winter
1996-01-08,25,,25,Winter
1996-01-09,28,-18.477011,20,Winter
1996-01-10,32,,26,Winter
1996-01-11,22,-6.1833334,19,Winter
1996-01-12,21,,25.5,Winter
1996-01-13,23,-6.2011495,33,Winter
1996-01-14,21,,33.5,Winter
1996-01-15,17,-2.0862069,37.5,Winter
1996-01-16,16,,27,Winter
1996-01-17,15,2.4396551,40.5,Winter
1996-01-18,22,,43.5,Winter
1996-01-19,20,6.8620691,39,Winter
1996-01-20,20,,24.5,Winter
1996-01-21,23,-11.954023,26.5,Winter
1996-01-22,16,,29,Winter
1996-01-23,16,14.901983,33,Winter
1996-01-24,19,,47.5,Winter
1996-01-25,17,-9.0114946,32,Winter
1996-01-26,20,,32,Winter
1996-01-27,23,3.9942529,46,Winter
1996-01-28,18,,31,Winter
1996-01-29,20,-7.6859393,31.5,Winter
1996-01-30,17,,41,Winter
1996-01-31,18,,31.5,Winter
1996-02-01,17,,23.5,Winter
1996-02-02,14,-2.7413793,25.5,Winter
1996-02-03,21,,18,Winter
1996-02-04,19,-7.7658038,14,Winter
1996-02-05,19,,10.5,Winter
1996-02-06,26,,18,Winter
1996-02-07,16,,25,Winter
1996-02-08,21,8.8965521,39,Winter
1996-02-09,21,,42.5,Winter
1996-02-10,27,-8.754961,40.5,Winter
1996-02-11,23,,44.5,Winter
1996-02-12,24,-3.1264367,31,Winter
1996-02-13,23,,25.5,Winter
1996-02-14,19,5.948276,40.5,Winter
1996-02-15,21,,35.5,Winter
1996-02-16,16,-.12192982,29,Winter
1996-02-17,22,,24,Winter
1996-02-18,19,-8.1149426,27,Winter
1996-02-19,19,,33,Winter
1996-02-20,20,-2.2298851,44.5,Winter
1996-02-21,25,,51.5,Winter
1996-02-22,20,-6.5742216,50.5,Winter
1996-02-23,28,,51,Winter
1996-02-24,17,7.7701149,54,Winter
1996-02-25,18,,58,Winter
1996-02-26,21,-11.229885,53.5,Winter
1996-02-27,29,,50.5,Winter
1996-02-28,19,15.652862,49.5,Winter
1996-02-29,16,,30.5,Winter
1996-03-01,17,4.5574713,29.5,Winter
1996-03-02,33,,34,Winter
1996-03-03,14,-2.3678162,26.5,Winter
1996-03-04,19,,28.5,Winter
1996-03-05,22,-4.4342351,48,Winter
1996-03-06,30,,51,Winter
1996-03-07,15,-8.4712648,34,Winter
1996-03-08,18,,22,Winter
1996-03-09,21,-9.3390808,19,Winter
1996-03-10,25,,24,Winter
1996-03-11,21,-6.8214741,30,Winter
1996-03-12,19,,43.5,Winter
1996-03-13,21,17.545977,47,Winter
1996-03-14,20,,49,Winter
1996-03-15,15,46.591953,53,Winter
1996-03-16,26,,46.5,Winter
1996-03-17,19,-10.783778,41,Winter
1996-03-18,14,,49,Winter
1996-03-19,21,25.655172,44,Winter
1996-03-20,11,,41.5,Winter
1996-03-21,26,-17.339081,40.5,Winter
1996-03-22,29,,35,Winter
1996-03-23,12,-8.3666821,39.5,Winter
1996-03-24,16,,46,Winter
1996-03-25,19,-2.4310346,54.5,Winter
1996-03-26,13,,54.5,Winter
1996-03-27,19,-3.422857,39.5,Winter
1996-03-28,16,,35.5,Winter
1996-03-29,19,-8.7762861,37.5,Winter
1996-03-30,25,,46,Winter
1996-03-31,23,-2.2971427,49.5,Winter
1996-04-01,24,,48.5,Spring
1996-04-02,24,-7.3485713,47,Spring
1996-04-03,15,,50.5,Spring
1996-04-04,23,3.828697,52.5,Spring
1996-04-05,24,,45,Spring
1996-04-06,30,-3.1942856,41,Spring
1996-04-07,24,,43.5,Spring
1996-04-08,19,-8.1542854,41,Spring
1996-04-09,20,,39.5,Spring
1996-04-10,19,-10.57075,41.5,Spring
1996-04-11,28,,54,Spring
1996-04-12,16,-1.9828571,66.5,Spring
1996-04-13,25,,61.5,Spring
1996-04-14,26,11.137143,57,Spring
1996-04-15,17,,49.5,Spring
1996-04-16,22,-10.784443,53,Spring
1996-04-17,19,,49,Spring
1996-04-18,21,-8.1428576,51,Spring
1996-04-19,20,,59.5,Spring
1996-04-20,29,16.794285,68.5,Spring
1996-04-21,15,,66,Spring
1996-04-22,29,-4.3538022,70,Spring
1996-04-23,20,,68.5,Spring
1996-04-24,21,44.857143,53.5,Spring
1996-04-25,17,,60,Spring
1996-04-26,14,21.845715,61,Spring
1996-04-27,22,,49.5,Spring
1996-04-28,24,-9.3133612,54,Spring
1996-04-29,19,,71.5,Spring
1996-04-30,22,7.777143,61,Spring
1996-05-01,30,,52,Spring
1996-05-02,22,1.7485714,59,Spring
1996-05-03,20,,61.5,Spring
1996-05-04,11,12.792134,65.5,Spring
1996-05-05,19,,63,Spring
1996-05-06,19,-5.1875,60.5,Spring
1996-05-07,19,,51.5,Spring
1996-05-08,17,-17.301136,55,Spring
1996-05-09,14,,56,Spring
1996-05-10,14,-18.330652,64.5,Spring
1996-05-11,13,,71,Spring
1996-05-12,18,8.869318,52.5,Spring
1996-05-13,22,,47.5,Spring
1996-05-14,18,-9.090909,50,Spring
1996-05-15,13,,53.5,Spring
1996-05-16,25,-.55736279,55.5,Spring
1996-05-17,19,,58,Spring
1996-05-18,17,,71,Spring
1996-05-19,11,,77.5,Spring
1996-05-20,17,,79.5,Spring
1996-05-21,32,,80,Spring
1996-05-22,17,22.405022,69,Spring
1996-05-23,18,,68,Spring
1996-05-24,19,15.102273,74,Spring
1996-05-25,13,,59,Spring
1996-05-26,20,-7.840909,55,Spring
1996-05-27,24,,54,Spring
1996-05-28,22,-14.884311,55.5,Spring
1996-05-29,16,,52.5,Spring
1996-05-30,16,-14.721591,53.5,Spring
1996-05-31,19,,56.5,Spring
1996-06-01,20,-4.778409,62,Spring
1996-06-02,15,,63,Spring
1996-06-03,22,-3.8719893,59,Spring
1996-06-04,16,,65.5,Spring
1996-06-05,18,7.2897725,68,Spring
1996-06-06,27,,66.5,Spring
1996-06-07,18,14.255682,77,Spring
1996-06-08,10,,75.5,Spring
1996-06-09,21,.52327776,73.5,Spring
1996-06-10,20,,78,Spring
1996-06-11,22,-12.681818,76.5,Spring
1996-06-12,13,,77,Spring
1996-06-13,21,1.3693181,75.5,Spring
1996-06-14,16,,76.5,Spring
1996-06-15,15,13.91357,74.5,Spring
1996-06-16,12,,77.5,Spring
1996-06-17,26,13.778409,81,Spring
1996-06-18,16,,75.5,Spring
1996-06-19,18,4.8011365,76,Spring
1996-06-20,12,,78.5,Spring
1996-06-21,12,-.51448929,78,Spring
1996-06-22,20,,77.5,Spring
1996-06-23,14,19.738636,74,Spring
1996-06-24,14,,73.5,Spring
1996-06-25,14,.61363637,78,Spring
1996-06-26,24,,68.5,Spring
1996-06-27,21,-.55141795,69,Spring
1996-06-28,20,,74.5,Spring
1996-06-29,22,16.511364,71,Spring
1996-06-30,19,,75,Spring
1996-07-01,19,-5.528409,78,Summer
1996-07-02,19,,77.5,Summer
1996-07-03,28,22.661673,72.5,Summer
1996-07-04,14,,67.5,Summer
1996-07-05,16,-13.346591,69.5,Summer
1996-07-06,19,,72,Summer
1996-07-07,23,3.6363637,76,Summer
1996-07-08,15,,80,Summer
1996-07-09,11,17.262583,79.5,Summer
1996-07-10,18,,69.5,Summer
1996-07-11,13,-4.4545455,66,Summer
1996-07-12,22,,68,Summer
1996-07-13,19,-6.3898306,78.5,Summer
1996-07-14,15,,80.5,Summer
1996-07-15,15,13.163811,79.5,Summer
1996-07-16,22,,78.5,Summer
1996-07-17,16,.58192092,77.5,Summer
1996-07-18,25,,76.5,Summer
1996-07-19,24,11.621469,78,Summer
1996-07-20,18,,71,Summer
1996-07-21,16,-10.720948,70.5,Summer
1996-07-22,14,,69,Summer
1996-07-23,16,-3.4632769,74,Summer
1996-07-24,19,,75.5,Summer
1996-07-25,21,31.689266,77.5,Summer
1996-07-26,26,,77.5,Summer
1996-07-27,18,6.5893841,71.5,Summer
1996-07-28,21,,71,Summer
1996-07-29,15,-3.1864407,72,Summer
1996-07-30,17,,75,Summer
1996-07-31,17,-6.1468925,75.5,Summer
1996-08-01,21,,76,Summer
1996-08-02,21,8.7745972,73,Summer
1996-08-03,13,,74,Summer
1996-08-04,23,13.910112,72.5,Summer
1996-08-05,19,,74.5,Summer
1996-08-06,21,14.792135,74.5,Summer
1996-08-07,15,,74,Summer
1996-08-08,18,30.285362,75,Summer
1996-08-09,18,,70.5,Summer
1996-08-10,15,4.8994412,72.5,Summer
1996-08-11,12,,68.5,Summer
1996-08-12,23,-13.106145,67.5,Summer
1996-08-13,23,,69,Summer
1996-08-14,27,-11.523017,71,Summer
1996-08-15,21,,72.5,Summer
1996-08-16,18,17.96648,75,Summer
1996-08-17,17,,73.5,Summer
1996-08-18,15,7.0782123,75,Summer
1996-08-19,26,,73,Summer
1996-08-20,16,6.2719154,72,Summer
1996-08-21,22,,74,Summer
1996-08-22,14,4.9162011,77.5,Summer
1996-08-23,14,,78,Summer
1996-08-24,23,34.921787,76,Summer
1996-08-25,15,,73,Summer
1996-08-26,19,-1.4746772,73,Summer
1996-08-27,23,,73,Summer
1996-08-28,17,13.061453,73,Summer
1996-08-29,11,,73,Summer
1996-08-30,16,35.184357,73,Summer
1996-08-31,20,,71,Summer
1996-09-01,15,4.8467693,71.5,Summer
1996-09-02,19,,73,Summer
1996-09-03,12,5.3910613,71.5,Summer
1996-09-04,14,,73.5,Summer
1996-09-05,26,5.4413409,79,Summer
1996-09-06,27,,77.5,Summer
1996-09-07,12,-.80049914,78,Summer
1996-09-08,19,,77.5,Summer
1996-09-09,22,2.4636872,76.5,Summer
1996-09-10,18,,77.5,Summer
1996-09-11,22,28.413408,72,Summer
1996-09-12,20,,72.5,Summer
1996-09-13,14,-4.1172509,67,Summer
1996-09-14,15,,60.5,Summer
1996-09-15,19,-8.0614529,61.5,Summer
1996-09-16,17,,62.5,Summer
1996-09-17,19,-1.1005586,66,Summer
1996-09-18,23,,66,Summer
1996-09-19,15,-9.3845463,65.5,Summer
1996-09-20,14,,63.5,Summer
1996-09-21,18,9.9497204,63,Summer
1996-09-22,25,,66.5,Summer
1996-09-23,22,-9.9720669,63,Summer
1996-09-24,19,,59,Summer
1996-09-25,14,4.5484519,60.5,Summer
1996-09-26,19,,55.5,Summer
1996-09-27,22,-4.8938546,68.5,Summer
1996-09-28,8,,67,Summer
1996-09-29,17,-11.961111,59.5,Summer
1996-09-30,29,,61.5,Summer
1996-10-01,17,2.3254099,61.5,Autumn
1996-10-02,20,,64.5,Autumn
1996-10-03,16,-7.9166665,57,Autumn
1996-10-04,15,,47,Autumn
1996-10-05,22,-5.0388889,47.5,Autumn
1996-10-06,23,,50,Autumn
1996-10-07,23,-10.762386,52,Autumn
1996-10-08,16,,58,Autumn
1996-10-09,21,-17.061111,59.5,Autumn
1996-10-10,18,,53,Autumn
1996-10-11,21,-11.161111,47.5,Autumn
1996-10-12,18,,48,Autumn
1996-10-13,26,-3.7886763,56,Autumn
1996-10-14,26,,62,Autumn
1996-10-15,22,22.016666,51.5,Autumn
1996-10-16,22,,60,Autumn
1996-10-17,24,12.888889,65.5,Autumn
1996-10-18,17,,58.5,Autumn
1996-10-19,19,11.498209,47,Autumn
1996-10-20,24,,48.5,Autumn
1996-10-21,14,-19.994444,52,Autumn
1996-10-22,17,,56.5,Autumn
1996-10-23,18,-7.0555553,60.5,Autumn
1996-10-24,13,,56,Autumn
1996-10-25,20,-4.0657105,53,Autumn
1996-10-26,16,,61.5,Autumn
1996-10-27,21,7.4333334,63.5,Autumn
1996-10-28,21,,57.5,Autumn
1996-10-29,25,.43333334,50,Autumn
1996-10-30,16,,65.5,Autumn
1996-10-31,23,3.0010395,58.5,Autumn
1996-11-01,14,,45.5,Autumn
1996-11-02,26,-9.5388889,42,Autumn
1996-11-03,22,,38.5,Autumn
1996-11-04,11,-7.3777776,41.5,Autumn
1996-11-05,19,,48,Autumn
1996-11-06,24,6.9194446,52.5,Autumn
1996-11-07,19,,64,Autumn
1996-11-08,16,-9.5888891,60,Autumn
1996-11-09,10,,46,Autumn
1996-11-10,25,-19.616667,38.5,Autumn
1996-11-11,21,,35.5,Autumn
1996-11-12,22,-14.229757,35,Autumn
1996-11-13,17,,31.5,Autumn
1996-11-14,17,-.63333333,32.5,Autumn
1996-11-15,17,,32,Autumn
1996-11-16,18,-9.6611109,31.5,Autumn
1996-11-17,16,,37.5,Autumn
1996-11-18,23,11.988034,42.5,Autumn
1996-11-19,17,,47,Autumn
1996-11-20,20,-.66483516,40.5,Autumn
1996-11-21,19,,35,Autumn
1996-11-22,15,-5.7377048,40.5,Autumn
1996-11-23,16,,36.5,Autumn
1996-11-24,20,-10.298087,39,Autumn
1996-11-25,15,,41.5,Autumn
1996-11-26,27,14.355191,50.5,Autumn
1996-11-27,17,,33,Autumn
1996-11-28,16,-16.710382,26.5,Autumn
1996-11-29,18,,32,Autumn
1996-11-30,16,-2.0456283,34,Autumn
1996-12-01,20,,50,Autumn
1996-12-02,21,-16.655737,43,Autumn
1996-12-03,17,,38.5,Autumn
1996-12-04,30,9.3770494,40.5,Autumn
1996-12-05,17,,34,Autumn
1996-12-06,27,-4.2422585,38.5,Autumn
1996-12-07,28,,36,Autumn
1996-12-08,16,-7.3715849,40.5,Autumn
1996-12-09,29,,35.5,Autumn
1996-12-10,28,-10.387979,36.5,Autumn
1996-12-11,24,,39,Autumn
1996-12-12,25,-.21457195,45,Autumn
1996-12-13,26,,47,Autumn
1996-12-14,29,-18.502731,43,Autumn
1996-12-15,19,,42.5,Autumn
1996-12-16,25,-19.377048,43,Autumn
1996-12-17,21,,47.5,Autumn
1996-12-18,25,-12.669682,47.5,Autumn
1996-12-19,20,,34,Autumn
1996-12-20,20,-9.3224039,23.5,Autumn
1996-12-21,38,,22.5,Autumn
1996-12-22,33,-2.4426229,29,Autumn
1996-12-23,22,,39.5,Autumn
1996-12-24,28,10.25548,50.5,Autumn
1996-12-25,30,,31,Autumn
1996-12-26,21,-12.579235,31,Autumn
1996-12-27,19,,42,Autumn
1996-12-28,24,14.420765,40,Autumn
1996-12-29,21,,54,Autumn
1996-12-30,21,9.046587,50,Autumn
1996-12-31,23,,42.5,Autumn
1997-01-01,23,.57923496,29.5,Winter
1997-01-02,19,,43,Winter
1997-01-03,18,.72677594,57,Winter
1997-01-04,27,,55,Winter
1997-01-05,26,.86335546,58,Winter
1997-01-06,17,,46,Winter
1997-01-07,18,-2.3989072,35,Winter
1997-01-08,17,,31.5,Winter
1997-01-09,25,.56830603,30,Winter
1997-01-10,22,,33.5,Winter
1997-01-11,24,-6.9071054,26,Winter
1997-01-12,21,,21,Winter
1997-01-13,22,-7.622951,20.5,Winter
1997-01-14,18,,20,Winter
1997-01-15,28,9.0874319,26,Winter
1997-01-16,21,,35,Winter
1997-01-17,25,-7.6586723,13.5,Winter
1997-01-18,20,,12.5,Winter
1997-01-19,24,7.0054646,13.5,Winter
1997-01-20,21,,25,Winter
1997-01-21,27,6.852459,34,Winter
1997-01-22,21,,37.5,Winter
1997-01-23,29,-2.0038805,44.5,Winter
1997-01-24,21,,37.5,Winter
1997-01-25,13,-8.8688526,43,Winter
1997-01-26,23,,30,Winter
1997-01-27,19,-13.972677,33.5,Winter
1997-01-28,14,,37,Winter
1997-01-29,27,-11.3898,29.5,Winter
1997-01-30,15,,28,Winter
1997-01-31,21,-2.0765028,36.5,Winter
1997-02-01,25,,44.5,Winter
1997-02-02,28,-8.0219784,37.5,Winter
1997-02-03,22,,48,Winter
1997-02-04,26,6.7143598,39,Winter
1997-02-05,24,,47,Winter
1997-02-06,27,-11.851648,39,Winter
1997-02-07,17,,36,Winter
1997-02-08,16,5.2197804,34,Winter
1997-02-09,16,,30,Winter
1997-02-10,21,-6.3781133,27.5,Winter
1997-02-11,24,,31,Winter
1997-02-12,17,4.0109892,32,Winter
1997-02-13,17,,29,Winter
1997-02-14,25,-10.093407,34,Winter
1997-02-15,19,,41,Winter
1997-02-16,17,-9.19625,33,Winter
1997-02-17,20,,34,Winter
1997-02-18,19,-.95604396,44.5,Winter
1997-02-19,20,,57.5,Winter
1997-02-20,26,24.127071,49,Winter
1997-02-21,21,,53,Winter
1997-02-22,20,2.5631084,56.5,Winter
1997-02-23,16,,42,Winter
1997-02-24,14,-15.585635,43.5,Winter
1997-02-25,8,,34,Winter
1997-02-26,21,-7.6298342,42,Winter
1997-02-27,19,,62,Winter
1997-02-28,12,-5.4368806,53,Winter
1997-03-01,15,,47.5,Winter
1997-03-02,23,-11.337016,60,Winter
1997-03-03,17,,43,Winter
1997-03-04,19,-17.309393,41,Winter
1997-03-05,18,,45.5,Winter
1997-03-06,14,-11.202464,44.5,Winter
1997-03-07,16,,36.5,Winter
1997-03-08,20,-1.2320442,46.5,Winter
1997-03-09,22,,37.5,Winter
1997-03-10,19,-14.270719,47.5,Winter
1997-03-11,22,,47,Winter
1997-03-12,26,-1.091918,38.5,Winter
1997-03-13,20,,37,Winter
1997-03-14,24,-7.1215467,46,Winter
1997-03-15,12,,43,Winter
1997-03-16,16,-16.176796,32.5,Winter
1997-03-17,20,,38,Winter
1997-03-18,17,-.421891,49.5,Winter
1997-03-19,26,,37.5,Winter
1997-03-20,18,-5.5193372,44.5,Winter
1997-03-21,25,,47,Winter
1997-03-22,11,10.353591,52.5,Winter
1997-03-23,20,,39,Winter
1997-03-24,21,-17.976103,39.5,Winter
1997-03-25,16,,43.5,Winter
1997-03-26,19,-8.5635357,49.5,Winter
1997-03-27,23,,51.5,Winter
1997-03-28,31,-5.5635357,56,Winter
1997-03-29,18,,64,Winter
1997-03-30,12,-.47198802,60,Winter
1997-03-31,22,,43.5,Winter
1997-04-01,15,-6.5469613,46.5,Spring
1997-04-02,15,,52.5,Spring
1997-04-03,35,-5.4917126,56,Spring
1997-04-04,15,,62.5,Spring
1997-04-05,27,10.058933,57.5,Spring
1997-04-06,21,,58,Spring
1997-04-07,23,-10.646409,61.5,Spring
1997-04-08,21,,52.5,Spring
1997-04-09,10,8.1160221,39,Spring
1997-04-10,14,,38.5,Spring
1997-04-11,19,-10.228625,44,Spring
1997-04-12,17,,49.5,Spring
1997-04-13,20,-9.0497236,54.5,Spring
1997-04-14,22,,48,Spring
1997-04-15,21,-10.160221,47.5,Spring
1997-04-16,17,,50.5,Spring
1997-04-17,20,11.06109,50.5,Spring
1997-04-18,15,,45.5,Spring
1997-04-19,22,3.165746,50,Spring
1997-04-20,23,,51,Spring
1997-04-21,21,-10.723757,45.5,Spring
1997-04-22,18,,49,Spring
1997-04-23,20,4.6395106,50.5,Spring
1997-04-24,12,,54,Spring
1997-04-25,19,-8.9723759,55,Spring
1997-04-26,23,,56,Spring
1997-04-27,17,-7.977778,53,Spring
1997-04-28,12,,58.5,Spring
1997-04-29,15,-10.691571,57,Spring
1997-04-30,20,,57.5,Spring
1997-05-01,14,13.911111,67.5,Spring
1997-05-02,21,,59,Spring
1997-05-03,16,-5.2055554,66.5,Spring
1997-05-04,20,,57,Spring
1997-05-05,19,-13.552849,53,Spring
1997-05-06,15,,63,Spring
1997-05-07,18,20.737431,54,Spring
1997-05-08,19,,48.5,Spring
1997-05-09,22,-1.2191011,54.5,Spring
1997-05-10,25,,53,Spring
1997-05-11,20,-16.086906,56,Spring
1997-05-12,16,,63,Spring
1997-05-13,25,9.7528086,54,Spring
1997-05-14,12,,57,Spring
1997-05-15,23,-3.3033707,65,Spring
1997-05-16,18,,55.5,Spring
1997-05-17,17,.2210122,61,Spring
1997-05-18,21,,61,Spring
1997-05-19,18,-.16292135,74.5,Spring
1997-05-20,25,,68,Spring
1997-05-21,23,-.18539326,53.5,Spring
1997-05-22,15,,56.5,Spring
1997-05-23,17,-6.8509345,57.5,Spring
1997-05-24,20,,64.5,Spring
1997-05-25,8,5.6685395,65.5,Spring
1997-05-26,27,,64.5,Spring
1997-05-27,22,-12.365169,58,Spring
1997-05-28,20,,55.5,Spring
1997-05-29,14,-6.3707309,56,Spring
1997-05-30,16,,64.5,Spring
1997-05-31,18,-9.5393257,67,Spring
1997-06-01,16,,68.5,Spring
1997-06-02,21,-17.544945,62,Spring
1997-06-03,12,,54.5,Spring
1997-06-04,18,-15.591675,59,Spring
1997-06-05,12,,58,Spring
1997-06-06,12,-5.5842695,56.5,Spring
1997-06-07,11,,57,Spring
1997-06-08,20,-16.511236,59,Spring
1997-06-09,23,,62,Spring
1997-06-10,20,-.45560876,71,Spring
1997-06-11,25,,70,Spring
1997-06-12,14,11.384181,73,Spring
1997-06-13,18,,75.5,Spring
1997-06-14,15,.40677965,70.5,Spring
1997-06-15,16,,69,Spring
1997-06-16,17,-11.011689,65.5,Spring
1997-06-17,15,,71,Spring
1997-06-18,19,6.1355934,78,Spring
1997-06-19,11,,75.5,Spring
1997-06-20,22,2.9435029,74.5,Spring
1997-06-21,21,,79,Spring
1997-06-22,18,21.111221,83,Spring
1997-06-23,10,,77,Spring
1997-06-24,22,11.819209,78.5,Spring
1997-06-25,13,,83.5,Spring
1997-06-26,18,33.926552,83.5,Spring
1997-06-27,21,,75,Spring
1997-06-28,16,3.0716622,72.5,Spring
1997-06-29,21,,74,Spring
1997-06-30,23,-8.9265537,68.5,Spring
1997-07-01,15,,75,Summer
1997-07-02,21,-7.8361583,74.5,Summer
1997-07-03,25,,83,Summer
1997-07-04,13,1.4850181,80,Summer
1997-07-05,11,,75.5,Summer
1997-07-06,21,-9.8457146,71.5,Summer
1997-07-07,19,,76,Summer
1997-07-08,28,24.091429,75.5,Summer
1997-07-09,13,,79.5,Summer
1997-07-10,19,18.704126,73.5,Summer
1997-07-11,23,,72,Summer
1997-07-12,18,2.0635839,75.5,Summer
1997-07-13,12,,80,Summer
1997-07-14,14,23.005781,83,Summer
1997-07-15,19,,83.5,Summer
1997-07-16,18,63.454708,85,Summer
1997-07-17,17,,84,Summer
1997-07-18,24,29,84.5,Summer
1997-07-19,16,,79.5,Summer
1997-07-20,10,-.94152045,73.5,Summer
1997-07-21,11,,77.5,Summer
1997-07-22,16,19.226694,78,Summer
1997-07-23,19,,69.5,Summer
1997-07-24,21,-14.869823,66,Summer
1997-07-25,13,,73.5,Summer
1997-07-26,15,-6.8343196,76.5,Summer
1997-07-27,20,,84,Summer
1997-07-28,17,28.865934,84.5,Summer
1997-07-29,17,,77.5,Summer
1997-07-30,11,-2.9820359,70,Summer
1997-07-31,13,,71,Summer
1997-08-01,20,12.958084,76,Summer
1997-08-02,26,,76,Summer
1997-08-03,13,8.1639347,80.5,Summer
1997-08-04,18,,75,Summer
1997-08-05,26,-2.1151514,70.5,Summer
1997-08-06,21,,68.5,Summer
1997-08-07,15,-.024242423,69,Summer
1997-08-08,17,,70,Summer
1997-08-09,23,8.9355326,73,Summer
1997-08-10,10,,76,Summer
1997-08-11,18,6.9202452,75.5,Summer
1997-08-12,18,,79.5,Summer
1997-08-13,15,22.748466,81,Summer
1997-08-14,15,,77.5,Summer
1997-08-15,21,3.5463524,78,Summer
1997-08-16,12,,87.5,Summer
1997-08-17,20,7.695652,85.5,Summer
1997-08-18,19,,71.5,Summer
1997-08-19,15,-8.2981367,67.5,Summer
1997-08-20,9,,67.5,Summer
1997-08-21,16,-10.344262,75,Summer
1997-08-22,23,,70.5,Summer
1997-08-23,16,-2.1698112,68.5,Summer
1997-08-24,14,,67.5,Summer
1997-08-25,22,-10.08805,70,Summer
1997-08-26,18,,72,Summer
1997-08-27,11,6.0374918,72,Summer
1997-08-28,20,,77,Summer
1997-08-29,16,1.7452229,73,Summer
1997-08-30,22,,71,Summer
1997-08-31,24,-7.3248405,72,Summer
1997-09-01,15,,77.5,Summer
1997-09-02,12,7.074604,77,Summer
1997-09-03,26,,67,Summer
1997-09-04,17,-2.5354838,61.5,Summer
1997-09-05,23,,63,Summer
1997-09-06,12,-2.5612903,64.5,Summer
1997-09-07,17,,71.5,Summer
1997-09-08,16,4.6993175,72,Summer
1997-09-09,14,,71.5,Summer
1997-09-10,15,12.30719,73.5,Summer
1997-09-11,18,,70,Summer
1997-09-12,15,-10.771242,70,Summer
1997-09-13,20,,70,Summer
1997-09-14,18,-5.0591526,70,Summer
1997-09-15,26,,71.5,Summer
1997-09-16,15,16.039736,70.5,Summer
1997-09-17,24,,72.5,Summer
1997-09-18,9,33.105961,70,Summer
1997-09-19,13,,69,Summer
1997-09-20,20,12.053333,76.5,Summer
1997-09-21,13,,57.5,Summer
1997-09-22,21,-18.892618,57,Summer
1997-09-23,22,,62,Summer
1997-09-24,20,-.006711409,51.5,Summer
1997-09-25,17,,55.5,Summer
1997-09-26,12,-2.3634572,64.5,Summer
1997-09-27,19,,62.5,Summer
1997-09-28,13,-13.136054,62.5,Summer
1997-09-29,21,,70,Summer
1997-09-30,17,-11.2517,67.5,Summer
1997-10-01,12,,56,Autumn
1997-10-02,14,-12.573566,50,Autumn
1997-10-03,19,,57,Autumn
1997-10-04,18,-4.3724136,68,Autumn
1997-10-05,26,,70,Autumn
1997-10-06,19,14.924138,75.5,Autumn
1997-10-07,14,,72.5,Autumn
1997-10-08,13,29.203552,70.5,Autumn
1997-10-09,15,,71.5,Autumn
1997-10-10,18,3.874126,74.5,Autumn
1997-10-11,13,,59,Autumn
1997-10-12,18,-6.084507,57,Autumn
1997-10-13,29,,60.5,Autumn
1997-10-14,20,2.9830508,68,Autumn
1997-10-15,14,,56.5,Autumn
1997-10-16,10,-17.25,59,Autumn
1997-10-17,18,,54,Autumn
1997-10-18,17,-11.107142,57,Autumn
1997-10-19,14,,50,Autumn
1997-10-20,18,-8.8802443,54.5,Autumn
1997-10-21,22,,50,Autumn
1997-10-22,16,8.804348,44,Autumn
1997-10-23,16,,40.5,Autumn
1997-10-24,20,4.7391305,43.5,Autumn
1997-10-25,21,,53.5,Autumn
1997-10-26,25,-14.296888,46,Autumn
1997-10-27,22,,53.5,Autumn
1997-10-28,18,20.580883,41,Autumn
1997-10-29,18,,44.5,Autumn
1997-10-30,23,1.4411764,49.5,Autumn
1997-10-31,21,,49.5,Autumn
1997-11-01,19,12.863712,60,Autumn
1997-11-02,28,,49.5,Autumn
1997-11-03,17,,50,Autumn
1997-11-04,13,,44.5,Autumn
1997-11-05,15,-10.574627,41,Autumn
1997-11-06,28,,43,Autumn
1997-11-07,16,-8.5409832,49.5,Autumn
1997-11-08,22,,49.5,Autumn
1997-11-09,21,-22.462122,48.5,Autumn
1997-11-10,12,,45,Autumn
1997-11-11,24,-7.4469695,47.5,Autumn
1997-11-12,20,,42.5,Autumn
1997-11-13,16,-12.058402,34.5,Autumn
1997-11-14,14,,38,Autumn
1997-11-15,21,-20.430769,40,Autumn
